name,price,price_reduced,place,guests,bedrooms,beds,bathrooms,lat,lng,nr_of_ratings,rating_overall,rating_valueformoney,rating_location,rating_checkin,rating_communication,rating_cleanliness,rating_data_accuracy,comments,list_ameneties
Schöne Gartenwohnung Seenähe Küsnacht,150 CHF ,,"Küsnacht, Zürich, Schweiz",4 Gäste,3 Schlafzimmer,4 Betten,"1,5 Bäder",47.31313,8.5891,5 Bewertungen,"4,80 ·","5,0","5,0","4,6","4,8","4,6","4,8","['Alles super! Tolle Unterkunft und die Gastgeber sind sehr zuvorkommend! Gerne wieder', 'From the first moment we entered the ground floor apartment it felt like a home, alive and on use and not a sparsely furnished alternative you see from time to time. Ingrid was kind and thoughtful, explained everything thoroughly - from necessities to the fine details - and let us feel we’re welcome. the back garden is charming, with some afternoon sunlight even in mid october. the kitchen is small but efficient for all uses. The feeling of privacy is complete, even though there’s another apartment upstairs. We had a great time and would recommend others to do so too!\nMehr anzeigen', 'Spacious apartment in a great location (you can walk to the lake, ferry, train station, close to Zürich, on the ""golden coast""), great for families with kids as it is on the ground floor and there\'s a garden/terrace, we could also use free parking. It\'s not a pure Airbnb apartment, so keep in mind that there are lots of personal items in the flat. Overall good value for money, we enjoyed our stay.\nMehr anzeigen', 'Thr location is perfect. The home is cute amd cosy. Everything ia easy and Ingrid and her husband are very welcoming 🙏', 'Very helpful hosts, Ingrid and Paul made sure we knew our way around their flat and the local community. The AirBnB unit is only ten minutes away from the train station and from the lake, with a convenient location at a reasonable price. And with the ferry service, close to the Lindt House of Chocolate (take the Küsnacht ZH to Kilchberg ZH ferry), as the House of Chocolate is directly on across the lake on the other side. And only 15 minutes away from Zürich and 30 minutes from the Zürich Airport (Zürich Flughafen) by train. (And I should also mention the two bakeries within walking distance! Yum, yum!) And as this is their house in everyday use, much better than a spotless, sterile hotel. Definitely lived in, relaxed and comfortable.\nMehr anzeigen']","['Blick in den Garten', 'Waschmaschine', 'TV', 'Kamin', 'WLAN', 'Küche', 'Essbereich im Freien', 'Grill', 'Kostenloser Parkplatz auf dem Grundstück']"
Reiheneinfamilienhaus,150 CHF ,,"Zürich, Schweiz",4 Gäste,4 Schlafzimmer,6 Betten,"1,5 Bäder",47.38538,8.49912,4 Bewertungen,"5,0 ·","4,8","4,8","5,0","5,0","5,0","5,0","['Sehr schöne, liebevoll eingerichtete Wohnung in einer ruhigen Strasse in einem Wohnquartier Zürichs. Die Kommunikation mit der Gastgeberin war sehr freundlich und unkompliziert. Gerne wieder!', ""Sarah's place is very clean, cozy, and comfortable. Excellent location for public transportation, grocery shopping, and sightseeing. The host is very flexible, generous and responsive, and communication was very smooth. Great place for a family to have a short vacation. The house is well set up for everything. Highly recommended!\nMehr anzeigen"", 'Un hogar acogedor y usando transporte público estas en el centro en 15-20 mins.', ""Good evening. My family was in holiday. If you have family-its your place:a lot of rooms (special for children also) garden with barbecue, private place, good connection with Sarah. We didn't have some problems. Big thank you, Sarah).""]","['Föhn', 'Warmwasser', 'Waschmaschine', 'Grundausstattung', 'Kleiderbügel', 'Bügeleisen', 'Heizung', 'Feuerlöscher', 'WLAN', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Privater Eingang', 'Eigenständiger Check-in', 'Schlüsselbox']"
Schöne Unterkunft mit 3 Schlafzimmern in Zürich - Wollishofen,140 CHF ,,,3 Gäste,2 Schlafzimmer,2 Betten,1 Badezimmer,47.33692,8.53134,,,,,,,,,[],"['Badewanne', 'Föhn', 'Reinigungsprodukte', 'Waschmaschine', 'Trockner\xa0– im Gebäude: Kostenlos', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Aufbewahrung von Kleidung: Einbauschrank', 'Strahlungsheizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Ofen', 'Wasserkocher', 'Kaffeemaschine: French-Press-Kaffeekanne', 'Backblech', 'Esstisch']"
TOP 3.5-Zi-Wohnung 100m2 (Neubau),149 CHF ,,,5 Gäste,1 Schlafzimmer,1 Bett,2 Badezimmer,47.3069,8.8492,,,,,,,,,[],"['Seeblick', 'Blick aufs Tal', 'Seeblick', 'Blick auf die Berge', 'Föhn', 'Waschmaschine', 'Trockner', 'Bügeleisen', 'TV', 'Babybett', 'Reisebett für Kinder', 'Kinderbücher und Spielzeug', 'Hochstuhl', 'Kindergeschirr', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Kaffeemaschine', 'Terrasse oder Balkon', 'Hinterhof/Garten', 'Feuerstelle', 'Gartenmöbel', 'Essbereich im Freien', 'Grill', 'Kostenloser Parkplatz auf dem Grundstück', 'Eigenständiger Check-in', 'Schlüsselbox']"
Little perl at Zürich Lake,159 CHF ,,"Meilen, Zürich, Schweiz",3 Gäste,1 Schlafzimmer,2 Betten,1 Badezimmer,47.27741,8.65554,11 Bewertungen,"5,0 ·","4,7","5,0","4,9","5,0","4,9","4,9","['Die Wohnung von Francesca ist sehr gemütlich und mit allem ausgestattet, was man für einen gelungenen Aufenthalt braucht. Sie hat uns alles schön vorbereitet, so dass wir direkt ausspannen konnten nachdem wir angekommen sind.\n\nWir kommen gerne wieder!', 'Das Viertel ist eine große faszinierende Aussicht. Es sieht in alle Richtungen wie ein Traum aus, wohin auch immer du gehst. Ich habe während meines Aufenthalts mehrere Wetterveränderungen gesehen - es war so neblig, dass ich den nächsten Tisch auf der Terrasse kaum sehen konnte; dann war es fröhlich sonnig, und dann regnete es auch. Jedes Mal, wenn es eine erstaunliche Landschaft war! In dieser Unterkunft fühlt sich jedes Wetter genau richtig an! Die Stille in der Umgebung ist so entspannend!\n\nUnd die Wohnung selbst ist sehr warm und gemütlich! Nicht nur für die Temperatur, sondern auch die einladende Atmosphäre, die Seele in jedem kleinen Detail des Ortes. Eine Couch zum Lesen eines Buches oder einer Zeitschrift, ein Arbeitsbereich mit einem Tisch und einem bequemen Stuhl (wenn du geschäftlich verreist), ein Esstisch im Inneren und mehrere Tische im Freien. Ich konnte das Badezimmer nicht ohne ein Lächeln im Gesicht betreten, denn das Erste, was ich sah, war eine süße Lippenstiftinschreibung auf dem Spiegel „Wiederhole nach mir: Ich liebe dich. Ich bin ein Meisterwerk. “Die Wohnung strahlt Wärme für jeden Gast aus, der hereinkommen würde! Zweifellos werde ich diesen Ort wählen, wenn ich das nächste Mal Zürich besuchen muss, weil es sich wie zu Hause anfühlt!\n\nIch möchte Francesca auch separat bewundern - eine sehr einladende Gastgeberin, die sich um die Besucher kümmert, sich um ihren Komfort kümmert und offen für alle Fragen/Erkundigungen ist!', 'Tolle Lage, schön und friedlich. Die Wohnung ist gut ausgestattet und war wunderschön sauber, als wir ankamen. Die Kommunikation mit Francesca war sehr einfach, sie hat sehr schnell auf alle Fragen geantwortet. Der Check-in und Check-out waren sehr einfach.']","['Seeblick', 'Föhn', 'Shampoo', 'Warmwasser', 'Waschmaschine\xa0– im Gebäude: Kostenlos', 'Trockner\xa0– im Gebäude: Kostenlos', 'Grundausstattung', 'Kleiderbügel', 'Bügeleisen', 'Trainingsgeräte', 'Kindergeschirr', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Kaffeemaschine', 'Gemeinsam genutzt Innenhof oder Balkon', 'Gemeinsam genutzter Garten\xa0– Nicht komplett umzäunt', 'Feuerstelle', 'Gartenmöbel', 'Essbereich im Freien', 'Kostenloser Parkplatz auf dem Grundstück', 'Ladestation für Elektrofahrzeuge', 'Eigenständiger Check-in', 'Schlüsselbox']"
Appartement mit Blick auf die Berge in der Nähe von Zürich,150 CHF ,,,4 Gäste,2 Schlafzimmer,2 Betten,1 Badezimmer,47.34781,8.70726,,,,,,,,,[],"['TV', 'Rauchmelder', 'Feuerlöscher', 'WLAN', 'Arbeitsplatz', 'Küche', 'Grill']"
Modernes Appartement Schlössli Ohringen Ostflügel,138 CHF ,,"Seuzach, Zürich, Schweiz",3 Gäste,1 Schlafzimmer,2 Betten,"1,5 Bäder",47.53534,8.71378,19 Bewertungen,"4,95 ·","4,8","4,8","5,0","5,0","5,0","4,9","['Dieses Anwesen ist wirklich ein Schmuckstück. Wir haben den Ostflügel für einen Monat gemietet da unser Zuhause renoviert wurde.\nVom ersten Tag an haben wir uns wohlgefühlt ! Barbara und Jeannine haben uns herzlich empfangen und alles Notwendige erklärt. Die Wohnung ist wunderschön eingerichtet mit super ausgestatteter Küche. Erwähnenswert ist auch das schelle Internet/WLAN\n(ich habe im Home Office gearbeitet).\nDer antike Holzboden in der Garderobe ist sehr originell und ein Highlight finden wir. Die Kombination von\nAlt & Neu ist wunderbar gelungen. Die Kommunikation war sehr freundlich & unkompliziert und unsere Fragen wurden immer schnell beantwortet. Durch die Lage kann man wunderbar abschalten und zur Ruhe kommen. Die Natur in der Umgebung lädt zu langen Spaziergängen ein und wenn Sie Glück haben, dürfen Sie bei einem der Bauernhöfe in der Umgebung den Bauern über die Schultern schauen und sich anschliessend im Hofladen verköstigen.\nWir haben auch Gebrauch gemacht vom Grill im grossen Garten und es sehr genossen, alles was man braucht ist vorhanden.\nGrosser Parkplatz ist auch vorhanden.\nIn der Nähe hat es viele Einkaufsmöglichkeiten für alles was man braucht und in die Stadt Winterthur dauert es auch nicht lange.\nEs freut uns sehr die richtige Entscheidung mit dem Schlössli getroffen zu haben. Deshalb können wir diese Unterkunft nur wärmstens empfehlen.\n\nDanke an Barbara und Jeannine.\n\nLiebe Grüsse\nMarija & Mirko', 'Sehr hübsch eingerichtete Wohnung mit allem, was man braucht.\nWäre da nicht die knarrende Holztreppe und der extra alt gelassene Boden im begehbaren Kleiderschrank, könnte man in der modern sanierten Wohnung glatt vergessen, dass man sich in einem alten Schlösschen befindet!\nMit dem Bus ist man schnell in Winterthur. Die Umgebung bietet sich auch für entspannende Spaziergänge oder Velotouren an, Wander- und Velowege fuhren direkt am Haus vorbei.\nWir haben Ostern im Schlössli sehr genossen!', 'Sehr angenehme, saubere und schöne Unterkunft, die gut sortiert und durchdacht und liebevoll eingerichtet ist. Optisch sehr ansprechende Einrichtung; könnte im Hotel nicht besser sein 🙂😊 sowie auch die stets prompten Antworten und Hilfestellungen.\nSehr angenehmer Aufenthalt. Sehr empfehlenswerte Unterkunft.', 'Willkommen im Schlössli, Ihr könnt Euch freuen auf perfekte Gastgeber, 2 aufgeweckte, kleine Hunde, einen traumhaften Garten mit einer uralten Linde und einem Appartment, das keine Wünsche offen lässt. Bei Fragen oder Anliegen hilft Barbara sofort und sehr gerne aus (wir hatten keinen Adapter). Die Fotos entsprechen zu 100 %, was nicht zu sehen ist, ist die Liebe, mit der ihr empfangen werdet. Es ist ein Vergnügen im Schlössli zu sein!']","['Blick in den Garten', 'Föhn', 'Reinigungsprodukte', 'Shampoo', 'Haarspülung der Marke Diverse ', 'Seife/Duschgel der Marke Diverse', 'Warmwasser', 'Duschgel', 'Waschmaschine\xa0– im Gebäude: Kostenlos', 'Trockner\xa0– im Gebäude: Kostenlos', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Bügeleisen', 'Aufbewahrung von Kleidung: Kommode und begehbarer Kleiderschrank', 'HDTV mit Premium-Kabelfernsehen', 'Bücher und Lesematerial', 'Babybett', 'Reisebett für Kinder', 'Kinderbücher und Spielzeug', 'Hochstuhl', 'Kindergeschirr', 'Tragbare Ventilatoren', 'Heizung', 'Überwachungskameras auf dem Grundstück', 'Rauchmelder', 'Feuerlöscher', 'Erste-Hilfe-Set', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Mikrowelle', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Herd', 'Edelstahl-Backofen', 'Wasserkocher', 'Kaffeemaschine', 'Weingläser', 'Toaster', 'Backblech', 'Grillbesteck', 'Kaffee', 'Esstisch', 'Privater Eingang', 'Gemeinsam genutzter Garten\xa0– Komplett umzäunt', 'Feuerstelle', 'Gartenmöbel', 'Essbereich im Freien', 'Gemeinsam genutzter Grill: Holz', 'Kostenloser Parkplatz auf dem Grundstück', 'Unterkunft auf nur einer Ebene', 'Haustiere erlaubt', 'Gepäck kann abgestellt werden', 'Langzeitaufenthalte sind möglich', 'Begrüßung durch Gastgeber', 'Reinigung während des Aufenthalts möglich']"
Reihenhaus in Lenzburg / 2-story townhouse,144 CHF ,,,5 Gäste,3 Schlafzimmer,3 Betten,"1,5 Bäder",47.3931,8.1702,,,,,,,,,[],"['Blick in den Garten', 'Badewanne', 'Föhn', 'Reinigungsprodukte', 'Shampoo der Marke ph-Balance', 'Seife/Duschgel der Marke ph-Balance', 'Warmwasser', 'Duschgel', 'Waschmaschine\xa0– im Gebäude: Kostenlos', 'Trockner\xa0– im Gebäude: Kostenlos', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Abdunklung', 'Bügeleisen', 'Wäscheständer für Kleidung', 'Aufbewahrung von Kleidung: Kleiderschrank', 'Klavier', 'Bücher und Lesematerial', 'Kinderbücher und -spielzeug für die Altersklassen 5\xa0bis 10\xa0Jahre alt und Über 10\xa0Jahre alt', 'Brettspiele', 'Zentralheizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Elektroherd', 'Wasserkocher', 'Kaffeemaschine', 'Weingläser', 'Toaster', 'Backblech', 'Grillbesteck', 'Kaffee', 'Esstisch', 'Privater Eingang', 'Privat Innenhof oder Balkon', 'Privater Garten\xa0– Nicht komplett umzäunt', 'Feuerstelle', 'Gartenmöbel', 'Essbereich im Freien', 'Kostenloser Parkplatz auf dem Grundstück', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Schlüsselbox']"
Gemütliches Chalet von 1830 unter Mammutbäumen,175 CHF ,147 CHF ,,6 Gäste,3 Schlafzimmer,6 Betten,1 Badezimmer,47.1435,8.634,,,,,,,,,[],"['Blick auf die Berge', 'Waschmaschine', 'TV', 'Kamin', 'Rauchmelder', 'Feuerlöscher', 'Erste-Hilfe-Set', 'WLAN', 'Arbeitsplatz', 'Küche', 'Grill', 'Kostenloser Parkplatz auf dem Grundstück', 'Haustiere erlaubt']"
Cozy Flats Züri-3 Apt-3 Hoch Parterre,125 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.3708,8.52769,,,,,,,,,"['Tolle Wohnung ! Neu renoviert, geschmackvoll durchdacht. Die Küche ist nicht groß, aber es gibt alles, was маn brauchen, sogar einen Geschirrspüler. Ich fühlte mich dort warm und wohl. Großes bequemes Bett. Ich Empfehle!', 'Excellent host, highly recommended.']","['Badewanne', 'Föhn', 'Shampoo', 'Conditioner', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Waschmaschine', 'Trockner', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Abdunklung', 'Bügeleisen', 'Wäscheständer für Kleidung', 'Safe', 'TV', 'Bluetooth-Soundsystem von Sonos', 'Heizung', 'Rauchmelder', 'Kohlenmonoxidmelder', 'Feuerlöscher', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Kaffeemaschine', 'Privater Eingang', 'Privat Innenhof oder Balkon', 'Hinterhof/Garten', 'Aufzug', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Schlüsselbox']"
3.5 Zimmer - Zürich-Wallisellen (FR-32),118 CHF ,,"Wallisellen, Zürich, Schweiz",3 Gäste,2 Schlafzimmer,3 Betten,1 Badezimmer,47.41616,8.58385,14 Bewertungen,"4,43 ·","4,3","4,5","4,9","4,7","3,9","4,4","['Zentral gelegene Wohnung an verkehrsreicher Lage. Schöner Grundriss aber im Sommer recht warm da Dachwohnung. Balkon/Terasse läd zum verweilen ein.', 'Check in und check out war Problem los....wohnung war sehr schön, durch 2 getrennte Zimmer hatte man seine Privatsphäre:)\nDer Balkon wurde neu gemacht bei unserem Aufenthalt was uns etwas Zeit kostete, dafür konnten wir ihn dann die darauffolgenden Tage genießen:)\nWir buchen aufjedenfall nochmal bei dem Anbieter.', 'Die Wohnung ist toll gelegen, gemütlich und hat alles was es braucht.', 'Es war eine gute Erfahrung, aber wir hatten das Gefühl, dass sie mehr Aufmerksamkeit für die Details erfordert. Wir kamen an Weihnachten an und die Wohnung war komplett leer, nicht einmal Kaffee oder Teebeutel, und an diesem Tag war alles geschlossen. Insgesamt war es zufriedenstellend, aber der Service könnte verbessert werden. Der Preis ist jedoch sehr günstig. Die Lage ist auch ein starker Punkt, da es sich in der Nähe eines Marktes, eines Restaurants und der Straßenbahnhaltestelle befindet. Die Wohnung ist ziemlich schön, gut gestaltet und verteilt und sehr ruhig. Die Waschküche befindet sich im Gebäude kostenlos. Beachte, dass es keine Aufzüge gibt und sich die Wohnung im letzten Stock befindet. Die WLAN-Verbindung ist sehr stabil und schnell.']","['Föhn', 'Shampoo', 'Warmwasser', 'Waschmaschine', 'Trockner\xa0– im Gebäude: Kostenlos', 'Grundausstattung', 'Kleiderbügel', 'Bügeleisen', 'HDTV', 'Heizung', 'WLAN', 'Küche', 'Grundausstattung zum Kochen', 'Privat Innenhof oder Balkon', 'Kostenpflichtige Parkplätze auf dem Gelände', 'Eigenständiger Check-in', 'Elektronisches Türschloss']"
4 Zimmer Appartement,191 CHF ,144 CHF ,"Winterthur, Zürich, Schweiz",6 Gäste,3 Schlafzimmer,4 Betten,"1,5 Bäder",47.5128,8.6876,27 Bewertungen,"4,56 ·","4,4","4,4","4,8","5,0","4,8","4,7","['Für uns vier, die nur ein Bett brauchten für eine Nacht und eine Dusche am nächsten Morgen war es ideal. Die Toilette war einfach recht schmutzig, aber das kann auch das Alter sein. Wir haben sehr gut geschlafen, wegen der nahen Strasse jedoch mit geschlossenem Fenster. Die Betten sind sehr bequem, die Lage zwar etwas abseits, aber mit dem Bus ist man schnell im Zentrum.', 'Schnelle Kommunikation, Unterkunft wie beschrieben, gute Busanbindung!', 'Unkomplizierter check in. War alles wie beschrieben vorhanden', 'Gutes Preis-Leistungverhältnis.\nSehr sauber.\nBad-WC schon sehr alt.']","['Föhn', 'Shampoo', 'Duschgel', 'Warmwasser', 'Waschmaschine\xa0– im Gebäude: Kostenlos', 'Grundausstattung', 'Bettwäsche', 'Bügeleisen', 'Heizung', 'WLAN', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Wasserkocher', 'Kaffeemaschine', 'Privat Innenhof oder Balkon', 'Haustiere erlaubt', 'Eigenständiger Check-in', 'Schlüsselbox']"
3-Zimmer-Wohnung - Goodkarma Wohnung :),138 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.37947,8.5173,9 Bewertungen,"4,14 ·","4,3","4,7","4,7","4,3","4,3","4,4","['Tolle Lage, Layout, leichte und besonders entspannende Hängematte!\n\nEmpfohlen :)', 'Tolle, einfache Wohnung, gut für 4! Wir hatten eine schöne Zeit in Zürich', 'Die Wohnung war schön für eine größere Gruppe und es ist leicht, von diesem Ort aus ins Stadtzentrum zu gelangen. Aber es gab keine Informationen über den Mangel an WLAN und Notwendigkeiten in der Wohnung.', 'Die Wohnung befindet sich an einem guten und gut kommunizierten Ort, etwa 25 Gehminuten von der Stadt entfernt. Es ist eine gute Wohnung, groß und ideal für vier Personen. Jasmine ist eine sehr nette und höfliche Gastgeberin. Das Einzige, was du verbessern solltest, ist, die Wohnung ordentlicher und sauberer zu haben, wenn Leute im Haus ankommen. Nun, es ist mir wirklich nicht wichtig, es war richtig für mich, aber meine Frau hat diese Meinung und ich denke, es wird in diesem Fall perfekt sein.']","['Föhn', 'Warmwasser', 'Grundausstattung', 'Kleiderbügel', 'WLAN', 'Küche', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Angestellte im Gebäude']"
RELOC Brandneues Studio,130 CHF ,,"Wallisellen, Zürich, Schweiz",2 Gäste,Studio,1 Bett,1 Badezimmer,47.4131,8.5919,4 Bewertungen,"5,0 ·","4,8","5,0","5,0","5,0","5,0","5,0","['Schöner Ort, sehr günstige Lage, neben Zug, Straßenbahn und Einkaufsmöglichkeiten !', 'Tolle Lage, direkt neben dem Bahnhof. Schöne, neu eingerichtete Wohnung mit toller Küche und gutem Internet.', 'Schöne Wohnung mit allem, was wir brauchen, in der Nähe. Ich habe mich wie zu Hause gefühlt und es ist immer meine erste Option, wenn ich in Zürich bin ☺️\n\nSehr empfehlenswert und die Kommunikation ist immer unkompliziert.\nMehr anzeigen', 'bewertung öffentlich ausgezeichnet']","['Föhn', 'Warmwasser', 'Waschmaschine', 'Trockner', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Bügeleisen', 'TV', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Herd', 'Ofen', 'Kaffeemaschine', 'Terrasse oder Balkon', 'Aufzug', 'Haustiere erlaubt', 'Eigenständiger Check-in', 'Codeschloss']"
