;comments
36;"Eine hübsche kleine Wohnung in toller Lage mit hervorragender Anbindung an den öffentlichen Nahverkehr und zwei (!) Balkonen. Das nahegelegene Sihlcity und Brunau decken alle Ihre Einkaufsbedürfnisse ab und wer dem Alltag entfliehen möchte, ist in 10 Minuten auf der Allmend. Von dort führen zahlreiche Wege hinauf zum Uetliberg mit toller Aussicht auf die Stadt, den See und, An einem guten Tag die Alpen. Karen ist eine brillante Gastgeberin, die schnell auf Fragen reagiert und sehr freundlich ist. Ich habe die Wohnung während des Lockdowns für zwei Monate zu meinem Zuhause gemacht und hätte mir keinen schöneren Aufenthalt wünschen können.
Mehr anzeigen"
36;"Dich erwartet eine sehr saubere, neue und super coole Wohnung. Karen ist eine fantastische Gastgeberin und kümmert sich wirklich um alles. Sie kann Ihnen auch hilfreiche Ratschläge geben, da sie Zürich und die Schweiz sehr gut kennt. Die Nachbarschaft ist ruhig, freundlich und still. Ich hatte Glück, denn während meines Aufenthaltes schien die Sonne sehr oft, was perfekt war, da die Wohnung über zwei Balkone verfügt ;-). Ich kann die kleine Wohnung und Karen als Gastgeberin nur wärmstens empfehlen – sie ist eine absolut super Gastgeberin! Danke schön!
Mehr anzeigen"
36;Karen ist eine tolle Gastgeberin: Sie antwortet umgehend auf Nachrichten, kümmert sich um die Gäste und gibt ihr Bestes, um einen schönen Aufenthalt in ihrer Wohnung zu garantieren.
36;"Wir waren die allerersten Gäste und hatten einen schönen Aufenthalt bei Karen. Die Wohnung wurde komplett renoviert, ist sehr komfortabel und gut ausgestattet. Es ist sehr übersichtlich, gemütlich und modern zugleich. Die Nachbarschaft ist sehr gut gelegen, es gibt viele Geschäfte/Supermärkte in der Nähe und auch öffentliche Verkehrsmittel. Nicht zuletzt ist Karen auch eine sehr nette und freundliche Gastgeberin. Alles war großartig und wir können diesen Ort wärmstens empfehlen, wenn Sie nach Zürich kommen.
Mehr anzeigen"
41;"Alles wie beschrieben. Haben uns sehr wohlgefühlt, so als hätte uns ein alter Freund sein Appartement überlassen.
Die Terrasse haben wir sehr genossen.
Lage ist gut, sehr nahe am See. Straßenbahn um die Ecke. Wir haben trotzdem alles zu Fuß gemacht. Ist ein schöner Weg ins Zentrum.
Schlüsselübergabe unkompliziert.
Parken ging auch ganz gut, man muss sich vorher nur eine Parkerlaubnis für die blaue Zone ausdrucken (15CHF/d). Geht online ganz einfach.

Gerne wieder!"
41;Wir haben uns super wohl gefühlt!! Super netter Kontakt! Alles reibungslos verlaufen!! Sehr zu empfehlen, gerne wieder!
41;Wir haben die Zeit in Johannes Wohnung sehr genossen. Von der Kommunikation, über den Check-In bis zum Aufenthalt lief es rundum super. Wir haben uns in der schön eingerichteten Whg. sehr wohl gefühlt. Alles war wie beschrieben, die Lage ideal, um die Stadt zu erkunden und gemütlich den Abend in entspannter Atmosphäre ausklingen zu lassen. Wir kommen gerne wieder.
41;Wir haben uns sehr wohl gefühlt und würden die Unterkunft jederzeit gerne weiterempfehlen :)
41;Liebevoll eingerichtetes Appartment. Man fühlt sich sofort zu Hause, es ist seeehr sauber gewesen und wo man hinsieht, findet man schöne Details an Einrichtung. Alles da was man braucht, tolle Lage, schön ruhig und einfach super Kommunikation mit Johannes. Danke wir kommen gerne wieder einmal :) bis bald!
41;"Meine Mama und mein Bruder waren zu Besuch und haben in dem Apartment von Johannes übernachtet, es hat ihnen super gefallen! :)
Die Kommunikation verlief einwandfrei und die Wohnung hat eine tolle Terrasse, immer wieder gerne und vielen Dank an den Gastgeber!"
41;"Alles wie beschrieben. Haben uns sehr wohlgefühlt, so als hätte uns ein alter Freund sein Appartement überlassen.
Die Terrasse haben wir sehr genossen.
Lage ist gut, sehr nahe am See. Straßenbahn um die Ecke. Wir haben trotzdem alles zu Fuß gemacht. Ist ein schöner Weg ins Zentrum.
Schlüsselübergabe unkompliziert.
Parken ging auch ganz gut, man muss sich vorher nur eine Parkerlaubnis für die blaue Zone ausdrucken (15CHF/d). Geht online ganz einfach.

Gerne wieder!"
41;Ja. Gern wieder!
41;Wir haben uns super wohl gefühlt!! Super netter Kontakt! Alles reibungslos verlaufen!! Sehr zu empfehlen, gerne wieder!
41;Wir haben die Zeit in Johannes Wohnung sehr genossen. Von der Kommunikation, über den Check-In bis zum Aufenthalt lief es rundum super. Wir haben uns in der schön eingerichteten Whg. sehr wohl gefühlt. Alles war wie beschrieben, die Lage ideal, um die Stadt zu erkunden und gemütlich den Abend in entspannter Atmosphäre ausklingen zu lassen. Wir kommen gerne wieder.
41;Wir haben uns sehr wohl gefühlt und würden die Unterkunft jederzeit gerne weiterempfehlen :)
41;Eine kleine grüne Oase mit eigener Sonnen- Terrasse in der Züricher Stadt. Zu Fuß ist man in ein paar Minuten an der See Promenade sowie an den tollen Restaurant Tipps von Johannes. Das Auto haben wir auf einem P&R Parkplatz abgestellt und konnten problemlos mit der Tram in die Innenstadt fahren.
42;Hat alles gepasst! Wohnung ist sehr sauber und hatte alles was man so braucht. Die Lage ist auch sehr gut.
42;Sehr empfehlenswert, durchdachte Details, gute Austattung, super sauber, gut gelegen
42;Super Nah beim Thermalbad und Uetliberg. Fanden ein tolles vietnamesisches Restaurant etwas versteckt an der Uetlibergstrasse 111! Kommen gerne wieder!
42;Alles bestens. Danke!
42;Alles entsprach den Erwartungen aus Beschreibung und Fotos.
42;Sehr freundlich und reagierte immer super schnell auf die Nachrichten.
42;Hat alles gepasst! Wohnung ist sehr sauber und hatte alles was man so braucht. Die Lage ist auch sehr gut.
42;Sehr empfehlenswert, durchdachte Details, gute Austattung, super sauber, gut gelegen
42;Super Nah beim Thermalbad und Uetliberg. Fanden ein tolles vietnamesisches Restaurant etwas versteckt an der Uetlibergstrasse 111! Kommen gerne wieder!
42;Alles bestens. Danke!
42;Habt alles was man braucht !
43;"Die Wohnung war in allen Bereichen gut ausgestattet und hatte alle nötigen Dinge.
Gute Ausstattung der Küche und auch im Bad. Im Sommer gut nutzbarer kleiner Balkon.
Matratze im Bett perfekt.
Für mich war die Gegend ohnehin perfekt, da ich Wipkingen sehr gut kenne. Nette Bar gleich um die Ecke. Der Fluss Limmat ist ebenfalls nur wenige Minuten entfernt - im Sommer grosse Klasse wegen der Bade- und Freizeitmöglichkeiten.
Mit Bus oder Bahn (und auch Tram in der Nähe) sehr schnell in der Stadt und Flughafen, Bahnhof.
Jederzeit gerne wieder !"
43;Die Wohnung ist super, wir hatten tolle 4 Tage! Die Lage der Wohnung in Wipkingen ist genial. Rene hat immer sehr rasch geantwortet, die Kommunikation war sehr gut.
43;Nette ältere Wohnung, Wände sehr dünn
43;Die Unterkunft liegt sehr gut, in 2 Minuten am Bahnhof Wipkingen, von dort aus in ca 10 Minuten am Hauptbahnhof. Wir waren bei den heißen Temperaturen mehrmals im Badi, auch sehr zu empfehlen! Abends einen Parkplatz zu finden war teils sehr schwierig.
43;"Wir haben unseren Aufenthalt bei René sehr genossen.

Die Wohnung ist sehr geschmackvoll eingerichtet, sauber und verfügt über alle wichtigen Gegenstände und hat sogar einen Balkon. Das Quartier um die Wohnung ist ebenfalls sehr schön und zeichnet sich durch zahlreiche Einkaufsmöglichkeiten (u.a. einem tollen Bioladen) aus, die alle in fußläufiger Distanz erreichbar sind.

Die Anbindung an den ÖPNV ist durch die Nähe zu zahlreichen Bus, S- und Ubahnstationen ideal und die Innenstadt ist schnell erreicht.

Der Checkin und Kontakt zu René war unkompliziert und sehr freundlich :)"
43;Das Apartment hat alles was man braucht und die Lage fanden wir super - sehr zentral und super schön nahe der Limmat. Der Kontakt mit Rene war schnell und unkompliziert- wir kommen gerne wieder!
43;"Die Wohnung war in allen Bereichen gut ausgestattet und hatte alle nötigen Dinge.
Gute Ausstattung der Küche und auch im Bad. Im Sommer gut nutzbarer kleiner Balkon.
Matratze im Bett perfekt.
Für mich war die Gegend ohnehin perfekt, da ich Wipkingen sehr gut kenne. Nette Bar gleich um die Ecke. Der Fluss Limmat ist ebenfalls nur wenige Minuten entfernt - im Sommer grosse Klasse wegen der Bade- und Freizeitmöglichkeiten.
Mit Bus oder Bahn (und auch Tram in der Nähe) sehr schnell in der Stadt und Flughafen, Bahnhof.
Jederzeit gerne wieder !"
43;Die Wohnung ist super, wir hatten tolle 4 Tage! Die Lage der Wohnung in Wipkingen ist genial. Rene hat immer sehr rasch geantwortet, die Kommunikation war sehr gut.
43;Nette ältere Wohnung, Wände sehr dünn
43;Die Unterkunft liegt sehr gut, in 2 Minuten am Bahnhof Wipkingen, von dort aus in ca 10 Minuten am Hauptbahnhof. Wir waren bei den heißen Temperaturen mehrmals im Badi, auch sehr zu empfehlen! Abends einen Parkplatz zu finden war teils sehr schwierig.
43;"Wir haben unseren Aufenthalt bei René sehr genossen.

Die Wohnung ist sehr geschmackvoll eingerichtet, sauber und verfügt über alle wichtigen Gegenstände und hat sogar einen Balkon. Das Quartier um die Wohnung ist ebenfalls sehr schön und zeichnet sich durch zahlreiche Einkaufsmöglichkeiten (u.a. einem tollen Bioladen) aus, die alle in fußläufiger Distanz erreichbar sind.

Die Anbindung an den ÖPNV ist durch die Nähe zu zahlreichen Bus, S- und Ubahnstationen ideal und die Innenstadt ist schnell erreicht.

Der Checkin und Kontakt zu René war unkompliziert und sehr freundlich :)"
43;Die Unterkunft ist super, es hat alles was man braucht und Rene ist sehr freundlich und hilfsbereit. Die Lage ist super.. alles in allem kann man dort eine gute Zeit haben :)
44;"Die Vermieter sind sehr hilfsbereit und unkompliziert. Wir schätzten sehr, dass wir waschen konnten, speziell bei dieser Hitzewelle. Das Leben spielte sich vorfallen im Garten ab, vergleichbar dem Leben eines Fahrenden: man schläft in seinem „Wagen“ (Tiny-House), wäscht sich in Gemeinschaftsräumen und genießt vor allem die Gezeiten der Natur.
Es ist kein Rückzugsort, an welchem man konzentriert arbeiten kann. Der kleine Tisch in dem zur Verfügung stehenden Schlafraum ist dafür nicht geeignet. Möchte man als Verpflegung regelmässig kochen, so ist die Teeküche dafür nicht gedacht. Das hätte ich genauer nachfragen sollen ursprünglich, mein Fehler. Wie korrekt beschrieben, eine Teeküche ist für einen anderen Zweck geschaffen: für eine kurze Verpflegung, dafür ist sie bestens geeignet. Das Wasser kann man in der Waschküche holen, eine Treppe runter im Haupthaus. Dort ist ebenfalls das WC und die Dusche. Wenn es jemanden keine Mühe macht, das Tiny House (Schlafraum) zu verlassen, um zur Toilette zu gehen, sich zu waschen und zu verpflegen, dann ist es in diesem Paradiesgarten herrlich zu verweilen."
44;Ich habe meinen Aufenthalt bei Jürg und Maria sehr genossen. Sie sind sehr aufmerksame Gastgeber. Der Garten ist natürlich ein großes Plus.
44;Einzigartig und ruhige Unterkunft, ein Katzensprung von Zürich City. Sehr nette und hilfsbereite Gastgeber. Wir fühlten uns sehr wohl und genossen die Laube bei schönem Wetter.
44;Der Aufenthalt in Jürgs Gartenlaube war sehr herzlich. Jürg und seine Frau sind ein wirklich freundliches Paar mit einem tollen Garten in dem man sich frei bewegen kann. Ruhiges Quartier, das Gartenhaus ist gut abzudunkeln, wir haben prima geschlafen.
44;Klare Empfehlung! So freundliche, herzliche und hilfsbereite Gastgeber findet man selten. Einerseits kann man die Privatssphäre des Tiny Houses genießen und andererseits kann man sich bei jedem Anliegen an die Gastgeber wenden, was vieles einfacher und unkomplizierter macht. Mir hat es an absolut nichts gefehlt und der Aufenthalt zählt zu einer meiner besten Airbnb Erfahrungen.
44;Der Aufenthalt bei Jürg und Maria war einer der besten, die ich bisher bei Airbnb hatte. Ich habe über 5 Wochen in dem kleinen Gartenhaus gewohnt und auch viel Zeit im Garten verbracht. Jürg und Maria sind sehr aufmerksame, rücksichtsvolle, hilfsbereite und einfach liebenswerte Gastgeber. Bei meiner Ankunft war sogar frisches Obst, Brot, Marmelade und Butter sowie Tee, Kaffee und Wasser für mich da. Wir haben auch mehrmals zusammen gegessen und sehr schöne Gespräche geführt. Vielen lieben Dank!!!
44;"Die Vermieter sind sehr hilfsbereit und unkompliziert. Wir schätzten sehr, dass wir waschen konnten, speziell bei dieser Hitzewelle. Das Leben spielte sich vorfallen im Garten ab, vergleichbar dem Leben eines Fahrenden: man schläft in seinem „Wagen“ (Tiny-House), wäscht sich in Gemeinschaftsräumen und genießt vor allem die Gezeiten der Natur.
Es ist kein Rückzugsort, an welchem man konzentriert arbeiten kann. Der kleine Tisch in dem zur Verfügung stehenden Schlafraum ist dafür nicht geeignet. Möchte man als Verpflegung regelmässig kochen, so ist die Teeküche dafür nicht gedacht. Das hätte ich genauer nachfragen sollen ursprünglich, mein Fehler. Wie korrekt beschrieben, eine Teeküche ist für einen anderen Zweck geschaffen: für eine kurze Verpflegung, dafür ist sie bestens geeignet. Das Wasser kann man in der Waschküche holen, eine Treppe runter im Haupthaus. Dort ist ebenfalls das WC und die Dusche. Wenn es jemanden keine Mühe macht, das Tiny House (Schlafraum) zu verlassen, um zur Toilette zu gehen, sich zu waschen und zu verpflegen, dann ist es in diesem Paradiesgarten herrlich zu verweilen."
44;"Besten Dank, Angela, für dein Feedback. Zur Klarstellung: es gibt bei uns keine Gemeinschaftsräume; den Gästen unseres Tiny House steht sowohl die Tiny Kitchen und das Bad - komplett eingerichtet und abschliessbar - zur alleinigen Benutzung exklusiv zur Verfügung."
44;Ich habe meinen Aufenthalt bei Jürg und Maria sehr genossen. Sie sind sehr aufmerksame Gastgeber. Der Garten ist natürlich ein großes Plus.
44;Einzigartig und ruhige Unterkunft, ein Katzensprung von Zürich City. Sehr nette und hilfsbereite Gastgeber. Wir fühlten uns sehr wohl und genossen die Laube bei schönem Wetter.
44;Der Aufenthalt in Jürgs Gartenlaube war sehr herzlich. Jürg und seine Frau sind ein wirklich freundliches Paar mit einem tollen Garten in dem man sich frei bewegen kann. Ruhiges Quartier, das Gartenhaus ist gut abzudunkeln, wir haben prima geschlafen.
44;Klare Empfehlung! So freundliche, herzliche und hilfsbereite Gastgeber findet man selten. Einerseits kann man die Privatssphäre des Tiny Houses genießen und andererseits kann man sich bei jedem Anliegen an die Gastgeber wenden, was vieles einfacher und unkomplizierter macht. Mir hat es an absolut nichts gefehlt und der Aufenthalt zählt zu einer meiner besten Airbnb Erfahrungen.
44;Ausserordentlich nette Gastfreundschaft und ständig hilfsbereit! Einer meiner tollsten Erfahrungen in diesem Forum!
45;Die Wohnung ist prima und die Nähe zum Letzibad (Freibad) ist wirklich toll.
45;"Das Apartment eignet sich gut für ein Wochenende zu Zweit in Zürich. Es ist mit allen ausgestattet, was dafür nötig ist.
Die Tram in unmittelbarer Nähe bringt einen in 15 Minuten bequem ins Zentrum. David antwortet sehr schnell auf alle Fragen und ist ein wirklich guter Gastgeber."
45;Schönes Appartement in der Nähe des Letzigrund-Stadions
45;Gemütliche Wohnung, in der man sich zuhause fühlen kann!
45;Sehr schöne Wohnung. Alles vorhanden, auch für längere Aufenthalte zu empfehlen. Gut angebunden an den Nahverkehr. David reagiert schnell und freundlich. Uneingeschränkte Empfehlung!
45;"Abzug Sauberkeit nur wegen der aktuellen Baustellensituation an der Fasade (Viel Baustaub auf dem ganzen Balkon.
David hat mich proaktiv vorgewarnt und war sehr kulant."
45;Die Wohnung ist prima und die Nähe zum Letzibad (Freibad) ist wirklich toll.
45;"Das Apartment eignet sich gut für ein Wochenende zu Zweit in Zürich. Es ist mit allen ausgestattet, was dafür nötig ist.
Die Tram in unmittelbarer Nähe bringt einen in 15 Minuten bequem ins Zentrum. David antwortet sehr schnell auf alle Fragen und ist ein wirklich guter Gastgeber."
45;Schönes Appartement in der Nähe des Letzigrund-Stadions
45;Gemütliche Wohnung, in der man sich zuhause fühlen kann!
45;Eine gemütliche kleine Ferienwohnung, gut eingerichtet und sauber. Wir konnten unsere E-Bikes sicher unterstellen. Die Verkehrsanbindung ist sehr gut. Ganz in der Nähe gibt es ein schönes Schwimmbad und eine gute Bäckerei mit gemütlichem Café. David ist ein sehr bemühter, freundlicher Host. Die Kommunikation mit ihm war ausgezeichnet. Wir kommen gerne wieder.
46;"Das Mikro Appartement bietet alles was man braucht- sogar einen kleinen Aussenbereich mit Tisch und Stühlen. Sehr schön schattig bei der Hitze.
Gegenüber gibt es einen Bäcker und einen Supermarkt.

Wer mit dem Auto kommt, sollte sich eine Tages-Parkkarte online besorgen und in der blauen Zone parken."
