;Unnamed: 0;rating_overall;comments;preprocessed_comment
88;10;4.58;Tolle, minimalistisch Unterkunft im Zentrum! Mein Aufenthalt in Zürich wurde durch das nette Apartment, mit sehr guter Lage, bereichert. Zu Beginn wurde ich gastfreundlich von dem Host Peter, welchen ich vorher über WhatsApp kontaktieren konnte, begrüßt. Die Unterkunft befindet sich in seiner Arztpraxis, was zu Beginn etwas irritierend ist und so in der Beschreibung nicht herauszulesen war. Der Kochbereich ist durch einen Vorhang vom Wartebereich seiner Praxis getrennt. Alles ist sehr minimalistisch eingerichtet, was voll ok ist, wenn man vor hat viel unterwegs zu sein. Was toll war, dass der Host zu jeder Zeit per WhatsApp erreichbar war und mir auf Nachfrage Küchenutensilien vorbei gebracht hat :). Gerne wieder!;tolle minimalistisch unterkunft zentrum aufenthalt zürich wurde nette apartment guter lage bereichert beginn wurde gastfreundlich host peter vorher whatsapp kontaktieren konnte begrüßt unterkunft befindet arztpraxis beginn irritierend beschreibung herauszulesen kochbereich vorhang wartebereich praxis getrennt minimalistisch eingerichtet voll ok unterwegs toll host zeit per whatsapp erreichbar nachfrage küchenutensilien vorbei gebracht gerne
89;10;4.58;Das Beste an Peters Unterkunft ist zweifellos die Lage im Herzen der Zürcher Altstadt und buchstäblich 5 Minuten vom Bahnhof Stadelhofen entfernt (auch eine kurze Fahrt vom Flughafen entfernt). Das zweite Beste ist, wie absolut ruhig es ist. Die Doppelmatratze war bequem und es gab genügend Bezüge, um mich warm zu halten (kalte Nächte während meines Aufenthalts). Heizungen stehen im Schlafzimmer und Badezimmer zur Verfügung. Es gibt keine Fensterabdeckungen im Schlafzimmer und die Bewohner des Gebäudes gegenüber waren in Sichtweite, also hängte ich ein Laken über das Hauptfenster, um etwas Privatsphäre zu schaffen. Die Küche hat das absolute Minimum und wird mit Peters medizinischem Büro geteilt, wo du übrigens Zugang zur Einheit erhältst (dies war aus der Auflistungsbeschreibung nicht klar). Die Kommunikation mit Peter war einfach und schnell, und Peter ist freundlich und aufmerksam. Die Lage und eine private Unterkunft waren meine wichtigsten Buchungsfaktoren. Ich sollte erwähnen, dass die Dusche auch einen hohen Wasserdruck hat.;beste peter unterkunft zweifellos lage herzen zürcher altstadt buchstäblich 5 minuten bahnhof stadelhofen entfernt kurze fahrt flughafen entfernt zweite beste absolut ruhig doppelmatratze bequem gab genügend bezüge warm halten kalte nächte aufenthalts heizungen stehen schlafzimmer badezimmer verfügung gibt fensterabdeckungen schlafzimmer bewohner gebäudes gegenüber sichtweite hängte laken hauptfenster privatsphäre schaffen küche absolute minimum peter medizinischem büro geteilt übrigens zugang einheit erhältst auflistungsbeschreibung klar kommunikation peter einfach schnell peter freundlich aufmerksam lage private unterkunft wichtigsten buchungsfaktoren erwähnen dusche hohen wasserdruck
90;10;4.58;Peter war ein sehr freundlicher und hilfsbereiter Gastgeber. Die Wohnung ist einfach, aber gemütlich und befindet sich in einem schönen Viertel. Ich hatte eine tolle Zeit!;peter freundlicher hilfsbereiter gastgeber wohnung einfach gemütlich befindet schönen viertel tolle zeit
91;11;4.73;Das Appointment ist genau wie beschrieben, in einer super ruhigen Wohngegend. Sebastian ist sehr freundlich, offen.;appointment genau beschrieben super ruhigen wohngegend sebastian freundlich offen
92;11;4.73;Zentrale Wohnung, ausreichend Platz für 2 Personen, Preis- Leistungsverhältnis stimmt;zentrale wohnung ausreichend platz 2 personen preis leistungsverhältnis stimmt
93;11;4.73;Das Appartement hat eine tolle Lage, ruhig gelegen, schön eingerichtet und gute Kommunikation mit dem Gastgeber!;appartement tolle lage ruhig gelegen schön eingerichtet gute kommunikation gastgeber
94;11;4.73;Die perfekte Unterkunft für zwei für einen schönen Wochenendtrip.;perfekte unterkunft zwei schönen wochenendtrip
95;11;4.73;Alles bestens gewesen. Keine Probleme!;bestens probleme
96;11;4.73;Zürich ist immer einen Besuch wert. Einfaches Studio mit guter Lage in einem angenehmen Viertel am Zürichberg. Nur wenige Minuten zur Tram und zum Bus. Sehr gute Anbindung zu Flughafen.;zürich immer besuch wert einfaches studio guter lage angenehmen viertel zürichberg wenige minuten tram bus gute anbindung flughafen
97;11;4.73;Das Appointment ist genau wie beschrieben, in einer super ruhigen Wohngegend. Sebastian ist sehr freundlich, offen.;appointment genau beschrieben super ruhigen wohngegend sebastian freundlich offen
98;11;4.73;Zentrale Wohnung, ausreichend Platz für 2 Personen, Preis- Leistungsverhältnis stimmt;zentrale wohnung ausreichend platz 2 personen preis leistungsverhältnis stimmt
99;11;4.73;Das Appartement hat eine tolle Lage, ruhig gelegen, schön eingerichtet und gute Kommunikation mit dem Gastgeber!;appartement tolle lage ruhig gelegen schön eingerichtet gute kommunikation gastgeber
100;11;4.73;Die perfekte Unterkunft für zwei für einen schönen Wochenendtrip.;perfekte unterkunft zwei schönen wochenendtrip
101;11;4.73;Einfaches Appartement in wunderschöner Umgebung und zentraler Lage, das wir sehr gerne zum wiederholten Mal für unsere Gäste in Zürich genutzt haben. Die Kommunikation mit unserem Host Sebastian war erneut exzellent. Gerne wieder!;einfaches appartement wunderschöner umgebung zentraler lage gerne wiederholten mal gäste zürich genutzt kommunikation host sebastian erneut exzellent gerne
102;12;4.67;"Freundliches Appartement. Angenehme Atmosphäre.
Sehr tolle Lage in Zürich, wenn auch ein wenig laut draussen, aber die Fenster schliessen recht gut.
Ohne Tisch und Stuhl, wer nicht gern auf einer Matratze sitzt, sollte nachfragen.
Gute Kommunikation.
Mehr anzeigen";freundliches appartement angenehme atmosphäre tolle lage zürich wenig laut draussen fenster schliessen recht gut tisch stuhl wer gern matratze sitzt nachfragen gute kommunikation mehr anzeigen
103;12;4.67;Es war ein sehr netter Aufenthalt, sämtliche Kommunikation lief absolut problemlos und sowohl beim Check-In als auch beim Check-Out war alles organisatorisch und zeitlich extrem flexibel :);netter aufenthalt sämtliche kommunikation lief absolut problemlos sowohl beim checkin beim checkout organisatorisch zeitlich extrem flexibel
104;12;4.67;Stressfreier Besuch, Michelli entspricht sehr deutlich und schnell. Die Lage ist großartig, da es in der Nähe der Straßenbahnhaltestelle ist und das Zimmer gut eingerichtet ist:);stressfreier besuch michelli entspricht deutlich schnell lage großartig nähe straßenbahnhaltestelle zimmer gut eingerichtet
105;12;4.67;Komfortabler Aufenthalt in großartiger Lage.;komfortabler aufenthalt großartiger lage
106;12;4.67;süße Wohnung! Günstige Lage ins Stadtzentrum... Danke!!;süße wohnung günstige lage stadtzentrum danke
107;12;4.67;"Es ist eine gemütliche Wohnung in großartiger Lage. Es liegt direkt neben der Straßenbahnhaltestelle (aber es ist nachts immer noch ruhig), in der Nähe des Flusses und der Stadt. Die Wohnung sieht genauso aus wie auf den Bildern. Ich hatte auch die Möglichkeit, die Waschmaschine des Gebäudes zu nutzen (die nicht als selbstverständlich zu betrachten ist). Auch die Kommunikation und die Absprachen waren perfekt. Danke Michelli, dass du dein Zuhause teilst!
Mehr anzeigen";gemütliche wohnung großartiger lage liegt direkt neben straßenbahnhaltestelle nachts immer ruhig nähe flu stadt wohnung sieht genauso bildern möglichkeit waschmaschine gebäudes nutzen selbstverständlich betrachten kommunikation absprachen perfekt danke michelli zuhause teilst mehr anzeigen
108;13;4.29;Sehr zufrieden.;zufrieden
109;13;4.29;Was man noch zur Verfügung stellen kann ist ein Haar Föhn;verfügung stellen haar föhn
110;13;4.29;Wir hatten einen guten Aufenthalt, aber WLAN ist sehr langsam und der Lattenrahmen war instabil.;guten aufenthalt wlan langsam lattenrahmen instabil
111;13;4.29;"Vielen Dank für dein Feedback. Wir freuen uns zu hören, dass du einen guten Aufenthalt hattest und dass du deine Zeit hier genossen hast.
Nach deinem Aufenthalt konnten wir jedoch bemerken, dass der Lattenrahmen kaputt war. Wir haben es gerade komplett durch einen neuen Lattenrahmen ersetzt. Bitte beachte bezüglich des WLANs, dass es bei hoher Geschwindigkeit funktioniert, da auch Streaming usw. problemlos funktioniert. Viele Grüße Simo";vielen dank feedback freuen hören guten aufenthalt hattest zeit genossen hast aufenthalt konnten jedoch bemerken lattenrahmen kaputt gerade komplett neuen lattenrahmen ersetzt bitte beachte bezüglich wlan hoher geschwindigkeit funktioniert streaming usw problemlos funktioniert viele grüße simo
112;13;4.29;"Schöne Wohnung zum Schlafen, aber wir hatten gehofft, dort tatsächlich kochen zu können: eine Mikrowelle, eine Kochplatte und nur allgemeines Besteck (keine echten Schneidmesser, kein weiterer Zuschlag wie Salz usw.). Wenn das Kochen also nicht bedeutet, dass du eine Mikrowelle einschaltest. Du wirst enttäuscht sein.
Simo war hilfreich, als das WLAN nicht funktionierte 👍🏼";schöne wohnung schlafen gehofft tatsächlich kochen mikrowelle kochplatte allgemeines besteck echten schneidmesser weiterer zuschlag salz usw kochen bedeutet mikrowelle einschaltest enttäuscht simo hilfreich wlan funktionierte
113;13;4.29;"Vielen Dank für dein Feedback. Wir freuen uns
zu hören, dass du einen guten Aufenthalt hattest und dass du
hat dir die Zeit gefallen.
Bitte beachte, dass du die Küchenausstattung gemäß den Bildern in der Anzeige findest. Viele Grüße Simo";vielen dank feedback freuen hören guten aufenthalt hattest zeit gefallen bitte beachte küchenausstattung gemäß bildern anzeige findest viele grüße simo
114;13;4.29;Ruhige und gut gelegene Unterkunft. Simo reagiert sehr schnell. Empfehlenswert.;ruhige gut gelegene unterkunft simo reagiert schnell empfehlenswert
115;13;4.29;Schöne Wohnung, toller und hilfsbereiter Gastgeber! Ich empfehle unbedingt, dort zu übernachten:);schöne wohnung toller hilfsbereiter gastgeber empfehle unbedingt übernachten
116;13;4.29;Simos Wohnung war das, was ich gesucht und meine Bedürfnisse erfüllt habe.;simos wohnung gesucht bedürfnisse erfüllt
117;15;4.95;"Alles wie beschrieben. Haben uns sehr wohlgefühlt, so als hätte uns ein alter Freund sein Appartement überlassen.
Die Terrasse haben wir sehr genossen.
Lage ist gut, sehr nahe am See. Straßenbahn um die Ecke. Wir haben trotzdem alles zu Fuß gemacht. Ist ein schöner Weg ins Zentrum.
Schlüsselübergabe unkompliziert.
Parken ging auch ganz gut, man muss sich vorher nur eine Parkerlaubnis für die blaue Zone ausdrucken (15CHF/d). Geht online ganz einfach.

Gerne wieder!";beschrieben wohlgefühlt hätte alter freund appartement überlassen terrasse genossen lage gut nahe see straßenbahn ecke trotzdem fuß gemacht schöner zentrum schlüsselübergabe unkompliziert parken ging ganz gut vorher parkerlaubnis blaue zone ausdrucken 15chfd geht online ganz einfach gerne
118;15;4.95;Wir haben uns super wohl gefühlt!! Super netter Kontakt! Alles reibungslos verlaufen!! Sehr zu empfehlen, gerne wieder!;super wohl gefühlt super netter kontakt reibungslos verlaufen empfehlen gerne
119;15;4.95;Wir haben die Zeit in Johannes Wohnung sehr genossen. Von der Kommunikation, über den Check-In bis zum Aufenthalt lief es rundum super. Wir haben uns in der schön eingerichteten Whg. sehr wohl gefühlt. Alles war wie beschrieben, die Lage ideal, um die Stadt zu erkunden und gemütlich den Abend in entspannter Atmosphäre ausklingen zu lassen. Wir kommen gerne wieder.;zeit johannes wohnung genossen kommunikation checkin aufenthalt lief rundum super schön eingerichteten whg wohl gefühlt beschrieben lage ideal stadt erkunden gemütlich abend entspannter atmosphäre ausklingen lassen kommen gerne
120;15;4.95;Wir haben uns sehr wohl gefühlt und würden die Unterkunft jederzeit gerne weiterempfehlen :);wohl gefühlt unterkunft jederzeit gerne weiterempfehlen
121;15;4.95;Liebevoll eingerichtetes Appartment. Man fühlt sich sofort zu Hause, es ist seeehr sauber gewesen und wo man hinsieht, findet man schöne Details an Einrichtung. Alles da was man braucht, tolle Lage, schön ruhig und einfach super Kommunikation mit Johannes. Danke wir kommen gerne wieder einmal :) bis bald!;liebevoll eingerichtetes appartment fühlt sofort hause seeehr sauber hinsieht findet schöne detail einrichtung braucht tolle lage schön ruhig einfach super kommunikation johannes danke kommen gerne bald
122;15;4.95;"Meine Mama und mein Bruder waren zu Besuch und haben in dem Apartment von Johannes übernachtet, es hat ihnen super gefallen! :)
Die Kommunikation verlief einwandfrei und die Wohnung hat eine tolle Terrasse, immer wieder gerne und vielen Dank an den Gastgeber!";mama bruder besuch apartment johannes übernachtet super gefallen kommunikation verlief einwandfrei wohnung tolle terrasse immer gerne vielen dank gastgeber
123;15;4.95;"Alles wie beschrieben. Haben uns sehr wohlgefühlt, so als hätte uns ein alter Freund sein Appartement überlassen.
Die Terrasse haben wir sehr genossen.
Lage ist gut, sehr nahe am See. Straßenbahn um die Ecke. Wir haben trotzdem alles zu Fuß gemacht. Ist ein schöner Weg ins Zentrum.
Schlüsselübergabe unkompliziert.
Parken ging auch ganz gut, man muss sich vorher nur eine Parkerlaubnis für die blaue Zone ausdrucken (15CHF/d). Geht online ganz einfach.

Gerne wieder!";beschrieben wohlgefühlt hätte alter freund appartement überlassen terrasse genossen lage gut nahe see straßenbahn ecke trotzdem fuß gemacht schöner zentrum schlüsselübergabe unkompliziert parken ging ganz gut vorher parkerlaubnis blaue zone ausdrucken 15chfd geht online ganz einfach gerne
124;15;4.95;Ja. Gern wieder!;ja gern
125;15;4.95;Wir haben uns super wohl gefühlt!! Super netter Kontakt! Alles reibungslos verlaufen!! Sehr zu empfehlen, gerne wieder!;super wohl gefühlt super netter kontakt reibungslos verlaufen empfehlen gerne
126;15;4.95;Wir haben die Zeit in Johannes Wohnung sehr genossen. Von der Kommunikation, über den Check-In bis zum Aufenthalt lief es rundum super. Wir haben uns in der schön eingerichteten Whg. sehr wohl gefühlt. Alles war wie beschrieben, die Lage ideal, um die Stadt zu erkunden und gemütlich den Abend in entspannter Atmosphäre ausklingen zu lassen. Wir kommen gerne wieder.;zeit johannes wohnung genossen kommunikation checkin aufenthalt lief rundum super schön eingerichteten whg wohl gefühlt beschrieben lage ideal stadt erkunden gemütlich abend entspannter atmosphäre ausklingen lassen kommen gerne
127;15;4.95;Wir haben uns sehr wohl gefühlt und würden die Unterkunft jederzeit gerne weiterempfehlen :);wohl gefühlt unterkunft jederzeit gerne weiterempfehlen
128;15;4.95;Eine kleine grüne Oase mit eigener Sonnen- Terrasse in der Züricher Stadt. Zu Fuß ist man in ein paar Minuten an der See Promenade sowie an den tollen Restaurant Tipps von Johannes. Das Auto haben wir auf einem P&R Parkplatz abgestellt und konnten problemlos mit der Tram in die Innenstadt fahren.;kleine grüne oase eigener sonnen terrasse züricher stadt fuß paar minuten see promenade sowie tollen restaurant tipps johannes auto pr parkplatz abgestellt konnten problemlos tram innenstadt fahren
129;16;4.88;Hat alles gepasst! Wohnung ist sehr sauber und hatte alles was man so braucht. Die Lage ist auch sehr gut.;gepasst wohnung sauber braucht lage gut
130;16;4.88;Sehr empfehlenswert, durchdachte Details, gute Austattung, super sauber, gut gelegen;empfehlenswert durchdachte detail gute austattung super sauber gut gelegen
131;16;4.88;Super Nah beim Thermalbad und Uetliberg. Fanden ein tolles vietnamesisches Restaurant etwas versteckt an der Uetlibergstrasse 111! Kommen gerne wieder!;super nah beim thermalbad uetliberg fanden tolles vietnamesisches restaurant versteckt uetlibergstrasse 111 kommen gerne
132;16;4.88;Alles entsprach den Erwartungen aus Beschreibung und Fotos.;entsprach erwartungen beschreibung fotos
133;16;4.88;Sehr freundlich und reagierte immer super schnell auf die Nachrichten.;freundlich reagierte immer super schnell nachrichten
134;16;4.88;Hat alles gepasst! Wohnung ist sehr sauber und hatte alles was man so braucht. Die Lage ist auch sehr gut.;gepasst wohnung sauber braucht lage gut
